Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,release_year
Long Blue Light,Leif Vollebekk,63.0,0.552,0.485,9.0,-9.111,1,0.0332,0.517,0.164,0.51,71.548,333621.7,4,2017
"Steve Aoki, Backstreet Boys",Let It Be Me,37.0,0.661,0.758,7.0,-5.299,1,0.0864,0.0797,0.106,0.387,114.098,373435.0,4,2020
Eric Clapton,Let It Rain,53.0,0.442,0.616,2.0,-11.417,1,0.0294,0.111,0.0993,0.746,122.267,301267.0,4,1970
DYLYN,Let You,30.0,0.534,0.704,8.0,-5.199,1,0.0361,0.012,0.247,0.685,168.169,186513.0,4,2022
Trick Daddy,Let's Go (feat. Big D & Twista),67.0,0.748,0.767,11.0,-7.806,0,0.172,0.0267,0.334,0.519,133.929,222200.0,4,2004
Castaways,"Liar, Liar",40.0,0.525,0.623,7.0,-6.253,0,0.0291,0.247,0.148,0.839,144.583,115925.0,4,1965
The Doors,Light My Fire,73.0,0.413,0.725,3.0,-5.787,0,0.0324,0.369,0.0905,0.44,124.618,429760.0,4,1967
The Right Thing Is Hard To Do,Lightning Bug,42.0,0.413,0.44,4.0,-9.951,1,0.0299,0.0663,0.126,0.271,140.482,378041.7,4,2020
Ellie Goulding,Lights - Single Version,65.0,0.682,0.795,8.0,-6.17,0,0.0367,0.0297,0.131,0.78,120.008,210853.0,4,2010
Lola Marsh,Like in the Movies,34.0,0.425,0.587,11.0,-6.134,1,0.0284,0.112,0.0988,0.288,81.017,229800.0,4,2017
Long Distance Calling,Lines (feat. Petter Carlsen),37.0,0.45,0.925,4.0,-4.599,0,0.054,4.22E-05,0.308,0.189,165.96,281760.0,4,2019
The Cranberries,Linger,76.0,0.439,0.434,7.0,-14.918,1,0.0265,0.0783,0.14,0.204,94.845,274707.0,4,1993
Lewis Watson,little light - acoustic version,50.0,0.67,0.294,7.0,-8.114,1,0.0341,0.685,0.147,0.515,119.856,256415.0,4,2014
Radish,Little Pink Stars,23.0,0.272,0.931,4.0,-3.715,0,0.0592,0.000237,0.269,0.428,145.877,288693.0,4,1996
Good Charlotte,Little Things,64.0,0.686,0.84,1.0,-5.142,1,0.159,0.0601,0.164,0.704,105.0,203027.0,4,2000
Sada Baby,Little While (feat. Big Sean & Hit-Boy),47.0,0.834,0.888,7.0,-3.944,1,0.222,0.00308,0.288,0.563,114.92,219192.0,4,2020
Architects,Little Wonder,62.0,0.533,0.967,1.0,-3.762,0,0.102,0.000232,0.109,0.477,130.052,227813.0,4,2021
Justin Quiles,Loco,68.0,0.77,0.899,8.0,-2.981,1,0.0494,0.222,0.0894,0.851,128.05,231604.0,4,2021
System Of A Down,Lonely Day,60.0,0.458,0.783,8.0,-3.226,0,0.0322,0.346,0.13,0.224,113.072,167907.0,3,2005
Sanford Clark,Lonesome For A Letter,23.0,0.698,0.608,7.0,-9.719,1,0.0361,0.186,0.261,0.635,109.893,112693.0,4,1956
"Michael Brook, Nusrat Fateh Ali Khan",Longing,18.0,0.48,0.551,2.0,-11.776,1,0.0422,0.415,0.0727,0.0954,91.973,559333.3,4,1995
Sugarcult,Los Angeles,55.0,0.509,0.817,10.0,-5.472,0,0.0502,0.000439,0.0947,0.597,155.199,237573.0,4,2001
Crippled Black Phoenix,Lost,41.0,0.493,0.727,4.0,-7.763,0,0.0475,0.000152,0.333,0.256,120.002,491180.0,4,2020
TiaCorine,Lotto - Part 2,39.0,0.874,0.613,11.0,-9.722,0,0.0981,0.00366,0.204,0.285,89.987,159987.0,4,2020
heffy,love & venom too (feat. paqrat),37.0,0.561,0.703,11.0,-4.884,0,0.0546,0.00602,0.211,0.329,150.047,104800.0,4,2023
The Who,Love Ain't For Keeping,44.0,0.554,0.818,2.0,-6.864,1,0.0362,0.0779,0.341,0.512,142.339,130720.0,4,1971
Lukas Graham,Love Someone,73.0,0.538,0.409,9.0,-6.581,0,0.0505,0.172,0.11,0.265,171.838,205440.0,4,2018
Van Halen,Love Walks In,57.0,0.2,0.434,9.0,-14.274,0,0.0294,0.263,0.117,0.37,83.876,310933.0,4,1986
Joy Division,Love Will Tear Us Apart,69.0,0.443,0.956,2.0,-6.198,1,0.0511,5.24E-05,0.135,0.909,146.754,206867.0,4,1980
Exodus,Low Rider - War Cover,38.0,0.413,0.973,6.0,-5.776,0,0.135,3.46E-05,0.104,0.684,158.193,164880.0,4,1990
Eli Sostre,Made It (Can't Stay),41.0,0.668,0.458,1.0,-8.345,0,0.0494,0.436,0.0884,0.401,120.033,184163.0,4,2019
Silverstein,Madness,44.0,0.385,0.922,5.0,-4.705,0,0.107,0.000131,0.246,0.501,170.131,218280.0,4,2020
Karthik,Maha Ganapathim,24.0,0.472,0.71,7.0,-8.167,1,0.0479,0.218,0.231,0.543,179.952,386266.7,4,2009
Richie Kotzen,Make It Easy,37.0,0.505,0.908,5.0,-4.717,0,0.0561,3.71E-05,0.207,0.494,123.928,204733.0,4,2020
PUBLIC,Make You Mine - Acoustic,63.0,0.721,0.389,9.0,-8.558,1,0.0279,0.755,0.136,0.465,98.003,209093.0,4,2017
B.B. King,Makin' Love Is Good For You,15.0,0.636,0.83,7.0,-5.722,1,0.0422,0.562,0.154,0.617,119.816,227707.0,4,2000
Air Supply,Making Love Out of Nothing at All,70.0,0.388,0.72,7.0,-5.541,1,0.033,0.202,0.283,0.554,141.283,341747.0,4,1983
Harish Sivaramakrishnan,Malhar Jam,32.0,0.448,0.686,2.0,-7.411,1,0.0406,0.146,0.107,0.228,123.641,614578.3,4,2020
Snarls,Marbles,39.0,0.381,0.436,5.0,-6.731,1,0.0329,0.0118,0.133,0.453,183.923,149077.0,3,2020
The Appleseed Cast,Marigold & Patchwork,32.0,0.34,0.957,2.0,-3.872,1,0.063,0.000164,0.376,0.224,161.357,349427.0,4,2011
Muddy Waters,Mean Old Frisco Blues,37.0,0.686,0.757,11.0,-7.337,0,0.0267,0.707,0.653,0.896,107.712,225200.0,4,1956
Kill the Ideal,Meds,27.0,0.37,0.933,7.0,-3.348,1,0.0884,0.000115,0.311,0.168,159.972,209625.0,4,2022
Buddy Guy,Meet Me in Chicago,21.0,0.512,0.914,2.0,-3.404,1,0.0525,0.0162,0.148,0.753,97.028,225667.0,4,2013
Kishore Kumar,Meet Na Mila Re Man Ka,24.0,0.523,0.492,6.0,-12.688,1,0.0707,0.832,0.126,0.781,81.663,433845.0,4,1971
Alaska Reid,Mermaid Tears - Midnight,28.0,0.348,0.368,2.0,-11.761,1,0.046,0.843,0.399,0.0488,140.122,200571.0,4,2023
Cage The Elephant,Mess Around,61.0,0.423,0.931,11.0,-5.225,0,0.0539,0.0119,0.629,0.61,150.385,173173.0,4,2015
MISSIO,Middle Fingers,50.0,0.517,0.553,1.0,-5.135,1,0.0329,0.000104,0.133,0.0775,139.26,215200.0,4,2017
Hot Hot Heat,Middle of Nowhere,49.0,0.568,0.971,7.0,-3.478,1,0.0543,0.0518,0.265,0.778,139.27,241333.0,4,2005
Aisha Badru,Mind on Fire,49.0,0.345,0.132,7.0,-13.633,1,0.052,0.865,0.114,0.0414,208.648,194320.0,4,2018
Mino Conte & Co,Misty Morning,52.0,0.489,0.228,5.0,-16.06,1,0.0328,0.903,0.124,0.18,73.636,322676.7,4,2000
Joji,MODUS,67.0,0.738,0.533,7.0,-7.617,1,0.0492,0.183,0.115,0.262,132.008,207265.0,4,2020
Lata Mangeshkar,Mohe Panghat Pe,25.0,0.392,0.271,7.0,-10.284,1,0.0478,0.993,0.205,0.739,184.748,394730.0,3,1949
Zen Guerrilla,Moonage Daydream,34.0,0.159,0.978,1.0,-3.937,1,0.09,0.00267,0.118,0.294,158.146,301973.0,4,1999
We Are PIGS,Moot,43.0,0.404,0.727,2.0,-4.942,0,0.0421,0.000651,0.358,0.277,91.778,245664.0,4,2020
Karl Hector & The Malcouns,Mother Seletta,36.0,0.361,0.91,9.0,-7.914,1,0.0943,0.0338,0.122,0.305,108.168,486861.0,4,2014
Badflower,Move Me,53.0,0.283,0.677,11.0,-5.535,0,0.0347,0.0722,0.19,0.188,81.246,204029.0,5,2021
Wheel,Movement,35.0,0.523,0.81,1.0,-5.717,1,0.0474,0.000676,0.243,0.185,128.915,264003.0,4,2020
Blind Willie McTell,Mr. McTell Got the Blues - 2003 Remastered,30.0,0.614,0.136,10.0,-14.095,1,0.038,0.913,0.0891,0.527,113.967,137693.0,4,1927
Beach Bunny,Ms. California,51.0,0.582,0.859,4.0,-3.943,1,0.0399,0.000209,0.0841,0.61,121.968,172037.0,4,2018
Beach Bunny,Ms. California,51.0,0.582,0.859,4.0,-3.943,1,0.0399,0.000209,0.0841,0.61,121.968,172037.0,4,2020
Bubba Sparxxx,Ms. New Booty,63.0,0.64,0.62,1.0,-5.931,1,0.416,0.016,0.0831,0.609,129.37,252653.0,5,2005
Hardcastle,Mundane,48.0,0.598,0.751,6.0,-5.869,1,0.0327,0.0299,0.139,0.671,120.033,187768.0,4,2021
The White Stripes,My Doorbell,57.0,0.614,0.663,8.0,-9.965,1,0.0352,0.29,0.0986,0.823,97.083,241867.0,4,2005
Ronnie Milsap,My Heart,45.0,0.713,0.43,11.0,-10.432,1,0.0268,0.381,0.217,0.475,95.284,269645.0,4,1984
Hayley Williams,My Limb,54.0,0.719,0.529,5.0,-8.029,0,0.0303,0.216,0.0976,0.401,145.006,173423.0,4,2021
Limp Bizkit,My Way,71.0,0.576,0.864,6.0,-3.981,1,0.0462,0.02,0.683,0.609,97.225,272973.0,4,2000
RKCB,Naive,47.0,0.64,0.582,1.0,-9.529,1,0.041,0.716,0.328,0.085,100.024,213250.0,4,2019
Indosoul by Karthick Iyer,Need I Say More,24.0,0.315,0.712,1.0,-8.193,0,0.0541,0.0325,0.37,0.417,131.509,380815.0,3,2017
Talia Goddess,Never Wanna Fall,31.0,0.467,0.51,6.0,-10.471,1,0.103,0.16,0.136,0.557,100.832,281538.0,3,2022
Them Crooked Vultures,New Fang,58.0,0.278,0.961,7.0,-3.845,1,0.0607,7.36E-06,0.0268,0.752,189.664,228639.0,4,2009
Imagine Dragons,Next To Me,70.0,0.301,0.672,2.0,-4.497,1,0.0623,0.28,0.0609,0.384,169.497,230289.0,3,2018
Beck,Nicotine & Gravy,38.0,0.714,0.851,11.0,-4.107,0,0.0623,0.00249,0.228,0.675,95.092,312600.0,4,1999
Ephemerald,No Fall Is Too Deep,19.0,0.247,0.899,2.0,-7.322,1,0.0716,2.48E-06,0.188,0.0399,180.087,294832.0,4,2021
Yuno,No Going Back,61.0,0.714,0.708,2.0,-5.524,0,0.027,0.0112,0.0609,0.902,93.005,208200.0,4,2018
MOY,No Talk's the Best Chat,32.0,0.65,0.706,1.0,-5.886,0,0.0384,0.0146,0.128,0.328,110.978,167658.0,4,2020
Mavis Staples,No Time For Cryin' - Live,36.0,0.756,0.875,7.0,-7.132,1,0.0743,0.35,0.686,0.753,115.257,322022.0,4,2008
Chernikovskaya Hata,Nochnoe Randevu,50.0,0.56,0.801,9.0,-8.789,0,0.0273,0.0385,0.313,0.834,129.953,208000.0,4,2021
GRAZER,Nostalgia Seed,35.0,0.46,0.853,11.0,-9.045,1,0.0385,0.118,0.194,0.578,159.026,181321.0,4,2022
The OBGMs,Not Again,25.0,0.463,0.957,2.0,-4.55,1,0.0491,0.000469,0.368,0.663,95.048,140691.0,4,2020
Papa Roach,Not The Only One,46.0,0.531,0.956,2.0,-3.727,0,0.109,0.0191,0.0738,0.629,160.036,205473.0,4,2015
Kenny Wayne Shepherd,Nothing But The Night,32.0,0.688,0.756,4.0,-6.046,0,0.0323,0.164,0.121,0.883,110.981,293507.0,4,2004
Time Binding Ensemble,Nychthemera in A Major,27.0,0.212,0.249,5.0,-15.673,1,0.0402,0.978,0.19,0.0382,118.718,220500.0,4,2019
Son Little,O Me O My,47.0,0.807,0.63,9.0,-8.401,0,0.046,0.0589,0.104,0.404,127.969,172863.0,4,2015
Yellowcard,Ocean Avenue,73.0,0.486,0.904,6.0,-3.751,0,0.0638,3.43E-05,0.0947,0.786,173.734,198267.0,4,2003
Shamir,Ocean Eyes,37.0,0.346,0.594,7.0,-7.44,1,0.0662,0.228,0.0964,0.362,176.051,203728.0,4,2018
In This Moment,Oh Lord,51.0,0.445,0.882,4.0,-4.979,1,0.109,0.0258,0.0824,0.573,144.28,247960.0,4,2017
Metro Marrs,Oh Yea,47.0,0.664,0.561,8.0,-7.72,0,0.0506,0.145,0.143,0.489,146.207,144800.0,4,2021
Lime Cordiale,On Our Own,57.0,0.705,0.692,9.0,-7.271,1,0.0303,0.00149,0.137,0.772,125.933,216636.0,4,2020
blink-182,On Some Emo Shit,53.0,0.475,0.826,11.0,-6.121,0,0.0532,0.0222,0.659,0.422,167.071,189693.0,4,2021
Canned Heat,On The Road Again,60.0,0.466,0.182,9.0,-19.537,1,0.0457,0.879,0.341,0.216,128.811,199640.0,4,1968
Doss,On Your Mind,47.0,0.825,0.569,5.0,-8.334,0,0.0483,0.0617,0.094,0.502,123.013,246183.0,4,2021
All Time Low,Once In A Lifetime,68.0,0.492,0.911,1.0,-3.891,0,0.113,0.015,0.345,0.429,168.024,189543.0,4,2021
Blaq Jerzee,One Leg Up,49.0,0.774,0.725,8.0,-2.844,0,0.064,0.0261,0.0341,0.747,114.025,195789.0,4,2022
Alfie Templeman,One More Day,50.0,0.404,0.36,8.0,-8.44,1,0.226,0.644,0.085,0.308,161.028,269480.0,4,2021
Ghetts,One Take,41.0,0.633,0.817,6.0,-8.952,1,0.337,0.212,0.0874,0.888,141.998,112061.0,4,2021
Oceanhoarse,One with the Gun,35.0,0.4,0.947,7.0,-5.327,1,0.0525,1.21E-06,0.216,0.277,89.439,190430.0,4,2020
The Lumineers,Ophelia,56.0,0.664,0.573,5.0,-6.519,1,0.0277,0.613,0.0857,0.566,76.023,266828.3,4,2016
Meek Mill,Otherside Of America,60.0,0.73,0.772,5.0,-3.883,0,0.316,0.0878,0.401,0.403,147.053,218103.0,4,2020
Black Myself,"Our Native Daughters, Amythyst Kiah, Rhiannon Giddens, Leyla McCalla, Allison Russell",34.0,0.772,0.533,11.0,-6.088,0,0.035,0.182,0.0914,0.862,144.913,390333.3,4,2019
Maximo Park,Our Velocity,53.0,0.535,0.92,7.0,-4.39,0,0.0535,0.031,0.0493,0.587,95.987,200387.0,4,2007
Joanne Shaw Taylor,Outlaw Angel,19.0,0.502,0.864,10.0,-4.673,0,0.038,0.353,0.229,0.392,112.97,262413.0,4,2016
The OBGMs,Outsah,32.0,0.46,0.949,7.0,-5.59,1,0.084,0.00141,0.234,0.214,146.051,113752.0,4,2019
Catfish and the Bottlemen,Pacifier,59.0,0.459,0.883,9.0,-4.1,1,0.0476,0.000491,0.118,0.338,147.943,237533.0,4,2014
Lewis Del Mar,Painting (Masterpiece),56.0,0.726,0.861,6.0,-5.167,1,0.0695,0.277,0.0534,0.711,91.966,243413.0,4,2020
Lata Mangeshkar,Panchhi Banoon Udti Phiroon,11.0,0.359,0.61,2.0,-8.359,1,0.0692,0.799,0.491,0.91,171.854,455178.3,3,1949
The Amenta,Parasight Lost,12.0,0.308,0.993,7.0,-5.372,1,0.138,1.84E-06,0.412,0.0962,126.01,320947.0,3,2017
Bring Me The Horizon,Parasite Eve,69.0,0.589,0.797,9.0,-5.464,1,0.15,0.0289,0.383,0.232,102.489,291813.0,4,2020
Agnes Obel,Parliament Of Owls,42.0,0.212,0.239,11.0,-17.042,0,0.0365,0.919,0.149,0.117,119.345,249586.7,3,2020
Elizabeth,parties,37.0,0.336,0.543,2.0,-8.483,0,0.0544,0.171,0.0661,0.258,136.92,208553.0,4,2019
"Kim André Arnesen, Mona Spigseth, Alex Robson, TrondheimSolistene, Sofi Jeannin",Peace,29.0,0.159,0.145,9.0,-17.25,0,0.045,0.71,0.148,0.0938,175.436,450311.7,4,2021
Saint Slumber,peachy,44.0,0.482,0.733,4.0,-5.317,1,0.0446,0.0384,0.281,0.343,150.154,203200.0,4,2020
Gary Clark Jr.,Pearl Cadillac,48.0,0.411,0.458,3.0,-6.289,0,0.0357,0.646,0.0987,0.0833,119.689,305533.0,4,2019
SWMRS,PEOPLE (feat. FIDLAR),40.0,0.583,0.958,11.0,-4.421,0,0.176,0.0164,0.454,0.393,151.015,169067.0,4,2019
Deep Purple,Perfect Strangers,66.0,0.521,0.721,2.0,-7.699,1,0.0254,0.00348,0.391,0.611,97.578,328427.0,4,1984
The Shins,Phantom Limb,57.0,0.515,0.848,9.0,-4.835,1,0.0375,0.000486,0.0946,0.475,119.84,287567.0,4,2006
Fenix TX,Phoebe Cates,36.0,0.234,0.978,7.0,-3.724,1,0.269,7.8E-05,0.361,0.305,190.446,220267.0,4,1999
Satyr,Picayune - Instrumental,27.0,0.278,0.961,6.0,-3.88,0,0.12,5.85E-05,0.106,0.424,112.565,231798.0,3,2019
"Kid Rock, Sheryl Crow",Picture (feat. Sheryl Crow),69.0,0.692,0.496,7.0,-7.332,1,0.0241,0.172,0.107,0.376,97.945,498266.7,4,2002
Battering Ram,Pieces,29.0,0.553,0.941,7.0,-5.312,1,0.073,0.000226,0.127,0.5,108.735,222155.0,3,2021
Pretty Maids,Please Don't Leave Me,46.0,0.505,0.873,1.0,-7.197,0,0.0357,0.0415,0.213,0.52,120.047,315000.0,4,1990
American Authors,Pocket Full Of Gold,60.0,0.608,0.945,11.0,-3.858,1,0.0483,0.00433,0.0773,0.682,115.933,180213.0,4,2014
Green Day,Pollyanna,61.0,0.507,0.96,9.0,-6.224,1,0.0354,9.36E-05,0.208,0.967,135.024,195018.0,4,2021
SOPHIE,Ponyboy,50.0,0.823,0.381,1.0,-7.372,1,0.0889,0.000497,0.14,0.46,107.996,194438.0,4,2017
R.E.M.,Pop Song 89,45.0,0.608,0.679,2.0,-10.808,1,0.0314,0.0023,0.0591,0.961,128.024,184933.0,4,1989
Helge Lien Trio,Popkoral,41.0,0.367,0.116,5.0,-21.437,1,0.0336,0.95,0.104,0.188,134.488,445596.7,4,2020
Nada Surf,Popular,53.0,0.444,0.884,7.0,-6.104,1,0.119,0.00751,0.116,0.296,94.82,220587.0,4,1996
DaBaby,PRACTICE,77.0,0.849,0.536,1.0,-7.307,1,0.349,0.0239,0.126,0.308,141.964,122587.0,4,2020
The Horrors,Press Enter To Exit,49.0,0.513,0.64,5.0,-10.156,0,0.0295,0.000133,0.158,0.366,87.984,355175.0,4,2018
The Milkshakes,Pretty Baby,22.0,0.333,0.849,8.0,-7.532,1,0.0545,0.103,0.325,0.782,121.12,134040.0,4,2019
Paul McCartney,Pretty Boys (feat. Khruangbin),56.0,0.696,0.979,11.0,-5.338,0,0.0445,0.00244,0.116,0.962,101.021,348859.0,4,2021
Dream State,Primrose,50.0,0.449,0.92,11.0,-5.601,0,0.0837,0.00286,0.337,0.208,145.976,264457.0,4,2019
Cobi,Prophet Story,40.0,0.576,0.478,10.0,-4.028,1,0.027,0.724,0.127,0.241,95.864,218992.0,4,2022
Cryptosis,Prospect of Immortality,26.0,0.409,0.943,6.0,-6.833,1,0.0961,2.26E-05,0.216,0.167,134.997,381543.0,4,2021
Tina Turner,Proud Mary,67.0,0.397,0.499,2.0,-10.972,1,0.0685,0.0766,0.111,0.367,171.067,327400.0,4,1970
Darkthrone,Quintessence,44.0,0.149,0.738,7.0,-5.273,0,0.051,0.00395,0.122,0.276,137.351,456907.0,4,1995
Arctic Monkeys,R U Mine?,79.0,0.288,0.758,6.0,-5.692,0,0.0371,0.00616,0.303,0.619,97.094,201726.0,4,2012
R.E.M.,Radio Free Europe,42.0,0.361,0.645,4.0,-15.931,1,0.0461,0.00278,0.11,0.874,154.868,245667.0,4,1981
P!nk,Raise Your Glass,78.0,0.7,0.709,7.0,-5.006,1,0.0839,0.0048,0.0289,0.625,122.019,202960.0,4,2010
Dean Beard,Rakin and Scrapin,22.0,0.573,0.733,7.0,-9.721,1,0.0753,0.749,0.139,0.858,179.85,140275.0,4,1957
Blondie,Rapture,46.0,0.722,0.7,11.0,-8.241,0,0.05,0.111,0.545,0.946,107.505,299293.0,4,1980
King Gizzard & The Lizard Wizard,Rattlesnake,39.0,0.58,0.963,11.0,-5.918,1,0.0388,0.0311,0.396,0.814,170.593,468093.0,4,2017
Proxy,Raven,11.0,0.345,0.698,1.0,-8.214,1,0.171,0.00735,0.14,0.0395,127.992,354129.0,4,2007
Ronnie Atkins,Real,32.0,0.494,0.967,9.0,-6.492,1,0.0545,0.000245,0.396,0.595,126.052,238960.0,4,2021
Public Enemy,Rebel Without A Pause,50.0,0.755,0.692,7.0,-13.906,1,0.346,0.0127,0.69,0.651,99.771,302800.0,4,1987
Arcade Fire,Rebellion (Lies),65.0,0.401,0.933,8.0,-5.682,1,0.0344,0.00744,0.318,0.734,127.193,310893.0,4,2005
Ephemerald,Reborn,26.0,0.362,0.885,5.0,-6.898,0,0.0464,1.01E-06,0.367,0.185,145.029,260993.0,4,2021
Nick Cave & The Bad Seeds,Red Right Hand,62.0,0.735,0.403,4.0,-11.599,0,0.037,0.139,0.107,0.453,115.658,370573.0,4,1994
Masato(coldrain),REMEMBER,53.0,0.383,0.944,1.0,-5.552,0,0.154,0.00105,0.282,0.332,150.577,243333.0,4,2020
Jonas Brothers,Remember This,72.0,0.669,0.629,1.0,-5.018,0,0.0803,0.217,0.366,0.294,110.865,297036.7,4,2021
The Strokes,Reptilia,75.0,0.489,0.649,9.0,-5.11,1,0.0336,0.000603,0.101,0.77,158.009,219827.0,4,2003
Tayla Parx,Residue,39.0,0.908,0.4,5.0,-8.34,0,0.29,0.569,0.11,0.597,105.063,146333.0,4,2020
Heartless Bastards,Revolution,44.0,0.234,0.846,2.0,-3.984,1,0.0673,0.178,0.159,0.233,97.005,376490.0,4,2021
Adrian Younge,Revolutionize,18.0,0.509,0.874,11.0,-4.515,0,0.0437,0.0687,0.431,0.692,136.051,202033.0,4,2020
A$AP Rocky,Rich Nigga Problems,68.0,0.619,0.561,5.0,-7.824,0,0.417,0.103,0.45,0.587,74.861,217294.0,4,2021
Catch Your Breath,Ricochet,42.0,0.403,0.971,2.0,-4.947,1,0.288,0.000182,0.152,0.147,200.073,186000.0,4,2023
Cassia,Right There,51.0,0.895,0.49,11.0,-8.458,1,0.0451,0.383,0.0661,0.781,115.07,182936.0,4,2021
Social Distortion,Ring of Fire,55.0,0.336,0.942,5.0,-9.252,0,0.0492,0.0114,0.0833,0.703,179.874,230773.0,4,1990
The Rolling Stones,Rip This Joint,45.0,0.548,0.952,2.0,-2.958,1,0.0422,0.118,0.301,0.906,98.04,143293.0,4,1972
Public Image Ltd.,Rise,52.0,0.533,0.739,7.0,-9.361,1,0.0561,0.00299,0.475,0.636,86.345,378373.0,4,1986
The Doors,Roadhouse Blues,71.0,0.623,0.633,9.0,-8.212,1,0.0304,0.336,0.147,0.895,121.119,243827.0,4,1970
Go Ahead And Die,Roadkill,30.0,0.34,0.95,6.0,-6.344,1,0.0793,1.49E-05,0.341,0.254,127.043,396366.0,4,2021
Mighty Joe Young,Rock Me Baby,34.0,0.588,0.711,2.0,-8.368,1,0.0404,0.118,0.039,0.907,106.389,238627.0,4,1993
TOTO,Rosanna,71.0,0.365,0.513,7.0,-13.034,0,0.0357,0.0208,0.205,0.739,80.647,552000.0,4,1982
Korn,Rotting In Vain,49.0,0.498,0.946,2.0,-4.793,1,0.0602,0.000121,0.359,0.31,106.275,213000.0,4,2016
Strand of Oaks,Ruby,29.0,0.46,0.653,9.0,-6.526,1,0.0337,0.217,0.156,0.342,116.905,247800.0,4,2020
MAGIC!,Rude,81.0,0.773,0.758,1.0,-4.993,1,0.0381,0.0422,0.305,0.925,144.033,224840.0,4,2013
girl in red,Rue,68.0,0.579,0.77,4.0,-9.163,0,0.0586,0.12,0.172,0.275,125.011,216832.0,4,2020
DMX,Ruff Ryders' Anthem,2.0,0.86,0.795,10.0,-3.89,0,0.272,0.0438,0.0493,0.695,91.029,212053.0,4,2020
John Mellencamp,Rumbleseat,44.0,0.684,0.92,5.0,-2.699,1,0.0282,0.0437,0.0986,0.966,129.277,297378.3,4,1985
James Gillespie,Run,41.0,0.452,0.359,9.0,-8.388,0,0.0367,0.719,0.255,0.338,109.505,212520.0,3,2019
The Killers,Run For Cover,62.0,0.466,0.951,5.0,-3.314,1,0.125,0.0016,0.351,0.499,165.107,222147.0,4,2017
Big Joe Turner,"S.K. Blues, Pt. 1",33.0,0.619,0.268,10.0,-9.96,1,0.0772,0.987,0.306,0.61,87.213,181307.0,4,1946
The Lumineers,Salt And The Sea,53.0,0.63,0.31,9.0,-9.253,1,0.028,0.704,0.128,0.0712,93.067,270893.0,4,1985
SD Muni,Same Bros,50.0,0.864,0.631,5.0,-6.924,0,0.381,0.225,0.166,0.699,144.066,173333.0,4,2019
Sam Ezeh,Sapphire Alley,47.0,0.675,0.622,10.0,-6.251,1,0.0234,0.247,0.107,0.662,108.002,202778.0,4,2023
"Sonu Nigam, Kavita Krishnamurthy",Satarangi Re,44.0,0.695,0.504,3.0,-14.057,0,0.115,0.0944,0.269,0.345,91.022,742533.3,4,1999
DEAR MOTHER,Satellite,41.0,0.469,0.86,1.0,-7.417,1,0.0591,3.95E-05,0.152,0.245,122.027,210240.0,4,2021
Ali Farka Tour√©,Savane,47.0,0.776,0.279,4.0,-10.45,0,0.0615,0.772,0.0567,0.509,135.866,463267.0,4,2006
Shinedown,Save Me - Acoustic,51.0,0.6,0.492,11.0,-6.972,0,0.0284,0.558,0.244,0.287,116.016,202080.0,4,2005
Emma-Jean Thackray,Say Something,44.0,0.419,0.608,10.0,-9.957,0,0.054,0.798,0.129,0.341,125.144,229500.0,1,2021
Goody Grace,Scumbag - Acoustic,52.0,0.498,0.448,2.0,-9.079,1,0.035,0.465,0.241,0.676,85.991,209421.0,4,2020
Britney Spears,Seal It with a Kiss,40.0,0.644,0.734,2.0,-5.234,0,0.0554,0.175,0.0484,0.56,124.988,343866.7,4,2007
The Stooges,Search and Destroy - Iggy Pop Mix,53.0,0.235,0.977,6.0,0.878,1,0.107,0.00353,0.172,0.241,152.952,208133.0,4,1973
Chris Cornell,Seasons,48.0,0.474,0.422,10.0,-10.476,1,0.0297,0.198,0.145,0.2,152.112,345627.0,4,1992
YONAKA,Seize the Power,63.0,0.633,0.788,5.0,-4.075,0,0.127,0.0111,0.0582,0.412,134.13,161617.0,4,2020
Nick Jonas,Selfish,66.0,0.65,0.714,11.0,-5.933,1,0.0274,0.124,0.095,0.427,132.009,187856.0,4,2021
Serena Isioma,Sensitive,74.0,0.601,0.649,7.0,-6.979,1,0.133,0.166,0.165,0.351,89.73,174720.0,4,2020
Foo Fighters,Shame Shame,62.0,0.652,0.864,7.0,-4.108,1,0.0325,0.00138,0.0371,0.38,122.026,257427.0,4,2020
The Flaming Lips,She Don't Use Jelly,60.0,0.33,0.556,7.0,-11.494,1,0.0796,0.207,0.315,0.506,173.828,222279.0,4,1993
Soulja Boy,She Make It Clap,74.0,0.941,0.471,1.0,-13.087,1,0.494,0.0308,0.0837,0.487,119.898,111550.0,4,2021
Buddy Guy,She's Got The Devil In Her,33.0,0.441,0.9,8.0,-4.03,1,0.095,0.0109,0.253,0.465,119.141,310729.0,3,1991
Prem Joshua,Shiva Moon (Prem Joshua & Maneesh de Moor's Moon Nectar Remix),32.0,0.641,0.894,6.0,-8.385,1,0.048,0.0373,0.0587,0.174,129.958,824378.3,4,2002
Paladin,Shoot for the Sun,27.0,0.182,0.962,8.0,-5.271,1,0.136,1.94E-05,0.157,0.214,168.042,241824.0,4,2019
Brothers Osborne,Shoot From The Hip,1.0,0.602,0.951,7.0,-4.807,1,0.0559,0.0588,0.311,0.534,148.097,213827.0,4,2014
